,CrashId,Fatal Case Status,lat,lon,DOT Case Number,Date Of Crash,Time of Crash,Crash Severity,Crash Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Motor Vehicles,Route Class Text Format,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Weather Condition,Weather Condition Text Format,Light Condition,Light Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,Average Daily Traffic,Trafficway Class Text Format,full_date
7683,380310,1,41.339674,-72.926478,2623135,1/18/18,10:32:00,O,Property Damage Only,O,No Apparent Injury (O),3,Local,0.28,385,NEWHALL ST,NEWHALL ST,,Mill Rock Road,50,Feet,N,1,Clear,1,Daylight,1,Dry,7500,"Trafficway, On Road",1/18/18 10:32
9021,390718,1,41.384204,-72.898815,2633540,1/18/18,10:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.07,554,WASHINGTON AV,WASHINGTON AV,SCHOOL ST,,,,,1,Clear,1,Daylight,1,Dry,2700,"Trafficway, On Road",1/18/18 10:32
1183,381299,1,41.368475,-72.919819,2624123,1/18/18,15:55:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.25,10,CT-10,10-N,,CONNOLLY PKWAY,1,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,23700,"Trafficway, On Road",1/18/18 15:55
8176,381548,1,41.350346,-72.90196,2624372,1/18/18,17:24:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1.04,452,RIDGE RD,RIDGE RD,HARTFORD TPK,,,,,1,Clear,4,Dark-Lighted,1,Dry,6000,"Trafficway, On Road",1/18/18 17:24
7439,381549,1,41.37404942,-72.92188603,2624373,1/19/18,8:03:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,0.77,366,MIX AV,MIX AV,,EAST MIX AVE,100,Feet,W,1,Clear,1,Daylight,1,Dry,4000,"Trafficway, On Road",1/19/18 8:03
5171,380852,1,41.36589,-72.908291,2623677,1/19/18,8:12:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),3,State,2.37,707,WHITNEY AV,707-N,,THORTON ST,20,Feet,S,1,Clear,1,Daylight,1,Dry,13300,"Trafficway, On Road",1/19/18 8:12
1074,383859,1,41.33882,-72.93522,2626682,1/19/18,13:28:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.04,10,CT-10,10-N,,Morse Street,200,,E,1,Clear,1,Daylight,1,Dry,24100,"Trafficway, On Road",1/19/18 13:28
3590,381414,1,41.35227472,-72.96185538,2624238,1/19/18,15:38:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,47.9,15,15-S,15-S,,Exit 59,3,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,79900,"Trafficway, On Road",1/19/18 15:38
3781,381416,1,41.37789393,-72.9054785,2624240,1/19/18,17:10:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,51.44,15,15-S,15-S,,Exit 60,9,TenthsofMile,N,1,Clear,5,Dark-Not Lighted,1,Dry,71800,"Trafficway, On Road",1/19/18 17:10
2035,380311,1,41.436903,-72.908885,2623136,1/19/18,20:12:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,12.62,10,CT-10,10-N,SHEPARD AV,,,,,1,Clear,4,Dark-Lighted,1,Dry,17600,"Trafficway, On Road",1/19/18 20:12
7297,382305,1,41.345402,-72.926792,2625128,1/20/18,0:28:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.12,317,LEEDER HILL DR,LEEDER HILL DR,,Putnam Avenue,615,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,3600,"Trafficway, On Road",1/20/18 0:28
8236,382918,1,41.348134,-72.941093,2625741,1/20/18,8:35:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.18,458,ROCHFORD AV,ROCHFORD AV,,Helen Street,50,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",1/20/18 8:35
2507,384802,1,41.33788,-72.93525,2627625,1/20/18,12:48:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,5,10,CT-10,10-N,DIXWELL AV NO 1,,,,,1,Clear,1,Daylight,1,Dry,12300,"Trafficway, On Road",1/20/18 12:48
5600,380313,1,41.376631,-72.915448,2623138,1/21/18,12:48:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.03,753,CT-10,753-S,SHEPARD AV,,,,,1,Clear,1,Daylight,1,Dry,13900,"Trafficway, On Road",1/21/18 12:48
5999,382919,1,41.396792,-72.903888,2625742,1/21/18,12:54:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0,59,BRIARCLIFF RD,BRIARCLIFF RD,EVERGREEN AV,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",1/21/18 12:54
1948,380314,1,41.37714,-72.915043,2623139,1/21/18,13:41:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,7.89,10,CT-10,10-N,,SHEPARD AVENUE,213,Feet,N,1,Clear,1,Daylight,1,Dry,18400,"Trafficway, On Road",1/21/18 13:41
6920,429308,1,41.335431,-72.931146,2947786,1/21/18,17:29:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.59,222,GOODRICH ST,GOODRICH ST,,Goodyear St,75,Feet,E,1,Clear,1,Daylight,1,Dry,3100,"Trafficway, On Road",1/21/18 17:29
4647,380315,1,41.420676,-72.899073,2623140,1/21/18,18:43:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,0.29,453,MOUNT CARMEL AV,453-E,,Orchard Loop,251,Feet,E,1,Clear,5,Dark-Not Lighted,1,Dry,8600,"Trafficway, On Road",1/21/18 18:43
7307,381743,1,41.346927,-72.920361,2624566,1/21/18,22:10:00,O,Property Damage Only,O,No Apparent Injury (O),1,,,317,LEEDER HILL DR,157 LEEDER HILL DR,,,,,,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",1/21/18 22:10
7094,381159,1,41.342062,-72.907209,2623984,1/22/18,7:19:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,0.24,242,HARTFORD TPK,HARTFORD TPK,,Davis St,268,Feet,N,2,Cloudy,1,Daylight,2,Wet,3200,"Trafficway, On Road",1/22/18 7:19
6007,381160,1,41.350705,-72.943778,2623985,1/22/18,9:21:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.51,63,BROOK ST,BROOK ST,GORHAM AV,,,,,1,Clear,1,Daylight,2,Wet,3100,"Trafficway, On Road",1/22/18 9:21
9078,385644,1,41.432898,-72.928307,2628467,1/22/18,9:49:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.73,573,WEST TODD ST,WEST TODD ST,,STILL HILL RD,150,Feet,W,2,Cloudy,1,Daylight,2,Wet,,"Trafficway, On Road",1/22/18 9:49
6980,382167,1,41.35975,-72.911676,2624990,1/22/18,11:01:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.25,225,GORDON ST,GORDON ST,CENTRAL AV,,,,,2,Cloudy,1,Daylight,1,Dry,600,"Trafficway, On Road",1/22/18 11:01
5455,419603,1,41.383129,-72.89873,2938087,1/22/18,14:51:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.16,717,DIXWELL AV,717-E,,Washington Ave,75,Feet,E,4,Rain,1,Daylight,2,Wet,18600,"Trafficway, On Road",1/22/18 14:51
473,381592,1,41.35452,-72.929419,2624415,1/23/18,14:37:00,O,Property Damage Only,O,No Apparent Injury (O),3,State,6.16,10,CT-10,10-N,CUMLEY ST,,,,,1,Clear,1,Daylight,2,Wet,27500,"Trafficway, On Road",1/23/18 14:37
9127,383745,1,41.423558,-72.94462,2626568,1/23/18,14:43:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.54,655,WEST WOODS RD,WEST WOODS RD NO 2,Gaylord Mountain Rd,,,,,1,Clear,1,Daylight,1,Dry,1700,"Trafficway, On Road",1/23/18 14:43
3327,381431,1,41.38066,-72.900744,2624255,1/23/18,17:15:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.76,15,15-N,15-N,61 end accel lane,,,,,2,Cloudy,5,Dark-Not Lighted,2,Wet,64800,"Trafficway, On Road",1/23/18 17:15
8351,381744,1,41.407157,-72.922894,2624567,1/23/18,17:19:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,2.22,489,SHEPARD AV,SHEPARD AV,ROCKY TOP RD,,,,,4,Rain,4,Dark-Lighted,2,Wet,1400,"Trafficway, On Road",1/23/18 17:19
768,389633,1,41.406206,-72.899246,2632455,1/23/18,17:31:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,10.45,10,CT-10,10-N,,IVES ST.,915,Feet,N,4,Rain,4,Dark-Lighted,2,Wet,25300,"Trafficway, On Road",1/23/18 17:31
1949,382307,1,41.403815,-72.898226,2625130,1/23/18,17:40:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,10.27,10,CT-10,10-N,DICKERMAN ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,18400,"Trafficway, On Road",1/23/18 17:40
8859,388401,1,41.343837,-72.934961,2631223,1/23/18,19:31:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.24,518,THIRD ST,THIRD ST,,10-N,100,Feet,W,1,Clear,5,Dark-Not Lighted,1,Dry,,"Trafficway, On Road",1/23/18 19:31
8786,391294,1,41.37798,-72.92268,2634116,1/24/18,5:34:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),1,Local,0.43,495,SKIFF ST EXT,SKIFF ST EXT,,Mix Ave,1,TenthsofMile,W,1,Clear,4,Dark-Lighted,5,Ice / Frost,4800,"Trafficway, On Road",1/24/18 5:34
6400,381745,1,41.336783,-72.935134,2624568,1/24/18,12:28:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.09,142,DIXWELL AV,DIXWELL AV NO 1,,Dudley St,135,Feet,S,1,Clear,1,Daylight,1,Dry,15600,"Trafficway, On Road",1/24/18 12:28
212,382140,1,41.362661,-72.9238,2624963,1/24/18,12:35:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,6.8,10,CT-10,10-N,BENHAM ST,,,,,1,Clear,1,Daylight,1,Dry,32100,"Trafficway, On Road",1/24/18 12:35
3783,387935,1,41.378044,-72.905351,2630757,1/24/18,13:48:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.45,15,15-S,15-S,exit 61 end accel lane,,,,,1,Clear,1,Daylight,1,Dry,71800,"Trafficway, On Road",1/24/18 13:48
625,381746,1,41.414854,-72.902515,2624569,1/24/18,15:01:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,11.06,10,CT-10,10-N,,Sherman Av,184,Feet,N,1,Clear,1,Daylight,1,Dry,25800,"Trafficway, On Road",1/24/18 15:01
1073,383746,1,41.338863,-72.9352,2626569,1/24/18,16:24:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,5.04,10,CT-10,10-N,,Arch Street,200,Feet,N,1,Clear,1,Daylight,1,Dry,24100,"Trafficway, On Road",1/24/18 16:24
7914,383747,1,41.347408,-72.94556,2626570,1/24/18,18:31:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,0.07,429,PINE ROCK AV,PINE ROCK AV NO 1,,loller rd,50,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,5500,"Trafficway, On Road",1/24/18 18:31
8354,387584,1,41.417848,-72.922782,2630407,1/24/18,21:46:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),1,Local,2.98,489,SHEPARD AV,SHEPARD AV,,Apple Tree Lane,111,Feet,N,2,Cloudy,4,Dark-Lighted,1,Dry,1400,"Trafficway, On Road",1/24/18 21:46
8674,394618,1,41.37434,-72.91553,2637436,1/25/18,7:55:00,A,"Injury of any type (Serious, Minor, Possible)",A,Suspected Serious Injury (A),1,Local,0.52,494,SKIFF ST,SKIFF ST,,DIXWELL AVE,71.19999695,Feet,E,1,Clear,1,Daylight,1,Dry,24000,"Trafficway, On Road",1/25/18 7:55
3023,389860,1,41.35591477,-72.94709694,2632682,1/25/18,10:44:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,48.71,15,15-N,15-N,,Exit 60,12,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,79900,"Trafficway, On Road",1/25/18 10:44
772,396842,1,41.414155,-72.902137,2639657,1/25/18,12:30:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,11.01,10,CT-10,10-N,,SHERMAN AVE,50,Feet,S,1,Clear,1,Daylight,1,Dry,25300,"Trafficway, On Road",1/25/18 12:30
3469,381935,1,41.36504,-72.922296,2624758,1/25/18,14:12:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0,15,15-N,15-N-221,10-N,,,,,1,Clear,1,Daylight,1,Dry,9300,"Trafficway, On Road",1/25/18 14:12
5350,381936,1,41.336594,-72.91149,2624759,1/25/18,14:22:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.26,707,WHITNEY AV,707-N,ARMORY ST,,,,,1,Clear,1,Daylight,1,Dry,11200,"Trafficway, On Road",1/25/18 14:22
4727,383748,1,41.335074,-72.900366,2626571,1/25/18,17:29:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),1,USRoute,1.53,5,US-5,5-N,,RIDGE ROAD,200,Feet,S,1,Clear,3,Dusk,1,Dry,14100,"Trafficway, On Road",1/25/18 17:29
2506,383749,1,41.338247,-72.935157,2626572,1/25/18,20:20:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5,10,CT-10,10-N,MORSE ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,12300,"Trafficway, On Road",1/25/18 20:20
765,382308,1,41.405759,-72.899073,2625131,1/26/18,6:02:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,10.41,10,CT-10,10-N,,Woodruff St,120,Feet,N,1,Clear,2,Dawn,1,Dry,25300,"Trafficway, On Road",1/26/18 6:02
159,383750,1,41.367106,-72.920713,2626573,1/26/18,9:51:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.14,10,CT-10,10-N,CONNOLLY PKWY,,,,,1,Clear,1,Daylight,1,Dry,33100,"Trafficway, On Road",1/26/18 9:51
4557,429901,1,41.403537,-72.895599,2948379,1/26/18,11:43:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.14,22,CT-22,22-E,NEW RD,,,,,1,Clear,1,Daylight,1,Dry,5500,"Trafficway, On Road",1/26/18 11:43
5101,410728,1,41.339357,-72.912767,2929216,1/26/18,14:51:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.47,707,WHITNEY AV,707-N,,Deepwood,69,Feet,S,1,Clear,1,Daylight,1,Dry,13500,"Trafficway, On Road",1/26/18 14:51
2148,383751,1,41.383446,-72.901857,2626574,1/26/18,16:43:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,8.8,10,CT-10,10-N,707-N,,,,,1,Clear,1,Daylight,1,Dry,17000,"Trafficway, On Road",1/26/18 16:43
4058,382624,1,41.365868,-72.924643,2625447,1/26/18,17:08:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,50.08,15,15-S,15-S,,Exit 60 end accel lane,200,Feet,W,1,Clear,3,Dusk,1,Dry,66000,"Trafficway, On Road",1/26/18 17:08
2036,382310,1,41.436745,-72.908775,2625133,1/26/18,19:34:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,12.62,10,CT-10,10-N,SHEPARD AV,,,,,1,Clear,4,Dark-Lighted,1,Dry,17600,"Trafficway, On Road",1/26/18 19:34
766,383752,1,41.405395,-72.898948,2626575,1/27/18,13:07:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,10.38,10,CT-10,10-N,Woodruff St,,,,,1,Clear,1,Daylight,1,Dry,25300,"Trafficway, On Road",1/27/18 13:07
8673,391757,1,41.372331,-72.910024,2634579,1/27/18,15:28:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.21,494,SKIFF ST,SKIFF ST,,Whitney Ave.,100,Feet,E,1,Clear,1,Daylight,1,Dry,24000,"Trafficway, On Road",1/27/18 15:28
8672,387268,1,41.373302,-72.912751,2630091,1/28/18,12:02:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.36,494,SKIFF ST,SKIFF ST,,Dixwell Avenue,1,TenthsofMile,S,1,Clear,1,Daylight,2,Wet,24000,"Trafficway, On Road",1/28/18 12:02
5093,383753,1,41.344102,-72.91215,2626576,1/28/18,15:17:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,0.8,707,WHITNEY AV,707-N,AUGUR ST,,,,,2,Cloudy,1,Daylight,2,Wet,13500,"Trafficway, On Road",1/28/18 15:17
4728,383754,1,41.329844,-72.89882,2626577,1/28/18,16:51:00,O,Property Damage Only,O,No Apparent Injury (O),2,USRoute,1.14,5,US-5,5-N,,PARK RD,38,Feet,N,2,Cloudy,3,Dusk,1,Dry,14100,"Trafficway, On Road",1/28/18 16:51
6800,391295,1,41.363238,-72.92821,2634117,1/28/18,22:33:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.02,206,GARFIELD ST,GARFIELD ST,,rossevelt st,200,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",1/28/18 22:33
3785,390077,1,41.37767,-72.905932,2632899,1/29/18,12:44:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.41,15,15-S,15-S,,EXIT 61,1,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,71800,"Trafficway, On Road",1/29/18 12:44
6545,385762,1,41.380667,-72.945982,2628585,1/29/18,18:23:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,1.32,152,DUNBAR HILL RD,DUNBAR HILL RD,,AUTUMN RIDGE ROAD,1,TenthsofMile,S,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",1/29/18 18:23
6561,385763,1,41.33706,-72.936439,2628586,1/29/18,19:27:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.08,158,EASTON ST,EASTON ST,ALSTRUM ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",1/29/18 19:27
6805,385645,1,41.445263,-72.955726,2628468,1/30/18,3:17:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,2.05,208,GAYLORD MOUNTAIN RD,GAYLORD MOUNTAIN RD,,HANDY RD,55,Feet,W,7,Snow,4,Dark-Lighted,3,Snow,,"Trafficway, On Road",1/30/18 3:17
8582,392779,1,41.414252,-72.902453,2635600,1/30/18,7:18:00,O,Property Damage Only,O,No Apparent Injury (O),3,Local,2.11,491,SHERMAN AV,SHERMAN AV NO 1,,WHITNEY AVENUE,49,Feet,W,7,Snow,1,Daylight,3,Snow,5600,"Trafficway, On Road",1/30/18 7:18
5702,385764,1,41.338425,-72.941927,2628587,1/30/18,8:25:00,O,Property Damage Only,O,No Apparent Injury (O),1,,,14,ARCH ST,ARCH ST,,FITCH ST,150,Feet,W,2,Cloudy,1,Daylight,3,Snow,,"Trafficway, On Road",1/30/18 8:25
7193,385646,1,41.39324,-72.93883,2628469,1/30/18,9:30:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.83,261,HILL ST,HILL ST,DUNBAR HILL RD,,,,,2,Cloudy,1,Daylight,3,Snow,,"Trafficway, On Road",1/30/18 9:30
8352,385765,1,41.3833,-72.9205,2628588,1/31/18,1:14:00,O,Property Damage Only,O,No Apparent Injury (O),3,Local,0.55,489,SHEPARD AV,SHEPARD AV,,Howard Drive,80,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,1400,"Trafficway, Not on Road",1/31/18 1:14
3340,385929,1,41.380639,-72.900771,2628752,1/31/18,6:39:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,51.76,15,15-N,15-N EXIT 61 ON-RAMP,,15-N,25,Feet,S,1,Clear,5,Dark-Not Lighted,1,Dry,64800,"Trafficway, On Road",1/31/18 6:39
1185,387270,1,41.368498,-72.919701,2630093,1/31/18,7:22:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,7.25,10,CT-10,10-N,,CONNOLLY PARKWAY,1,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,23700,"Trafficway, On Road",1/31/18 7:22
3464,390079,1,41.365372,-72.922592,2632901,1/31/18,8:01:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.16,15,15-N,15-N-220,,EXIT 60 OFF RAMP,500,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,9300,"Trafficway, On Road",1/31/18 8:01
5222,396843,1,41.358025,-72.910049,2639658,1/31/18,8:09:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,1.82,707,WHITNEY AV,707-N,RUSSELL ST,,,,,1,Clear,1,Daylight,1,Dry,11900,"Trafficway, On Road",1/31/18 8:09
1328,387271,1,41.35356,-72.93014,2630094,1/31/18,8:22:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.09,10,CT-10,10-N,,MILLIS ST,90,Feet,S,1,Clear,1,Daylight,1,Dry,23400,"Trafficway, On Road",1/31/18 8:22
8624,387272,1,41.413992,-72.91136,2630095,1/31/18,19:17:00,O,Property Damage Only,O,No Apparent Injury (O),2,,,,SHERMAN AVE,305 SHERMAN AVE,,SHERMAN AVENUE,25,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",1/31/18 19:17
1191,396637,1,41.373417,-72.916449,2639452,2/1/18,8:40:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.63,10,CT-10,10-N,,SKIFF ST,389,Feet,S,1,Clear,1,Daylight,1,Dry,23700,"Trafficway, On Road",2/1/18 8:40
3782,387631,1,41.378078,-72.905312,2630454,2/1/18,9:10:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.46,15,15-S,15-S,,Exit 61 ,350,Feet,S,1,Clear,1,Daylight,1,Dry,71800,"Trafficway, On Road",2/1/18 9:10
7684,387273,1,41.337029,-72.926483,2630096,2/1/18,10:08:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.47,385,NEWHALL ST,NEWHALL ST,MORSE,,,,,1,Clear,1,Daylight,1,Dry,7500,"Trafficway, On Road",2/1/18 10:08
3257,387635,1,41.383823,-72.895599,2630458,2/1/18,17:03:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,52.1,15,15-N,15-N,,Exit 62,221,Feet,S,1,Clear,3,Dusk,1,Dry,68700,"Trafficway, On Road",2/1/18 17:03
1075,387274,1,41.340351,-72.935193,2630097,2/1/18,18:35:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.14,10,CT-10,10-N,GEORGE ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,24100,"Trafficway, On Road",2/1/18 18:35
9124,388203,1,41.420682,-72.904595,2631025,2/1/18,18:57:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.97,575,WEST WOODS RD,WEST WOODS RD NO 1,,,,,,4,Rain,4,Dark-Lighted,2,Wet,3400,"Trafficway, On Road",2/1/18 18:57
557,388294,1,41.34626,-72.933851,2631116,2/1/18,19:43:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,5.56,10,CT-10,10-N,PUTNAM AV,,,,,1,Clear,4,Dark-Lighted,1,Dry,26700,"Trafficway, On Road",2/1/18 19:43
7822,389200,1,41.3308,-72.9008,2632022,2/2/18,5:59:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.16,414,PARK RD,PARK RD,,Hyde St.,500,Feet,S,6,Freezing Rain or Freezing Drizzle,4,Dark-Lighted,5,Ice / Frost,2800,"Trafficway, On Road",2/2/18 5:59
7036,388295,1,41.385144,-72.906875,2631117,2/2/18,6:11:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.61,713,HAMDEN HILLS DR,HAMDEN HILLS DR,EVERGREEN AV,,,,,6,Freezing Rain or Freezing Drizzle,2,Dawn,5,Ice / Frost,8500,"Trafficway, On Road",2/2/18 6:11
7037,389080,1,41.389336,-72.913605,2631902,2/2/18,6:23:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.1,713,HAMDEN HILLS DR,HAMDEN HILLS DR,,townwalk dr,63,Feet,E,6,Freezing Rain or Freezing Drizzle,4,Dark-Lighted,5,Ice / Frost,8500,"Trafficway, On Road",2/2/18 6:23
1186,387275,1,41.368515,-72.9198,2630098,2/2/18,9:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.25,10,CT-10,10-N,,CONNOLLY PARKWAY,1,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,23700,"Trafficway, On Road",2/2/18 9:32
5601,387276,1,41.37669,-72.915642,2630099,2/2/18,11:53:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.03,753,CT-10,753-S,SHEPARD AV,,,,,1,Clear,1,Daylight,1,Dry,13900,"Trafficway, On Road",2/2/18 11:53
1329,387277,1,41.35283,-72.930454,2630100,2/2/18,12:04:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.04,10,CT-10,10-N,CHURCH ST,,,,,1,Clear,1,Daylight,1,Dry,23400,"Trafficway, On Road",2/2/18 12:04
5095,388296,1,41.339494,-72.912888,2631118,2/2/18,12:39:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,0.48,707,WHITNEY AV,707-N,,DEEPWOOD DR,59,Feet,N,1,Clear,1,Daylight,1,Dry,13500,"Trafficway, On Road",2/2/18 12:39
1187,388297,1,41.369643,-72.919035,2631119,2/2/18,12:54:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.34,10,CT-10,10-N,,Connolly Pkwy,1029,Feet,N,1,Clear,1,Daylight,1,Dry,23700,"Trafficway, On Road",2/2/18 12:54
6754,388298,1,41.350443,-72.895587,2631120,2/2/18,13:33:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.38,192,FOOTE ST,FOOTE ST,LEO RD,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",2/2/18 13:33
213,388299,1,41.359382,-72.925664,2631121,2/2/18,14:32:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,6.56,10,CT-10,10-N,,Mather Street,100,Feet,N,1,Clear,1,Daylight,1,Dry,32100,"Trafficway, On Road",2/2/18 14:32
1951,387278,1,41.40381869,-72.89830639,2630101,2/2/18,14:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,10.27,10,CT-10,10-N,DICKERMAN ST,,,,,1,Clear,1,Daylight,1,Dry,18400,"Trafficway, On Road",2/2/18 14:32
7664,391296,1,41.403533,-72.895649,2634118,2/2/18,15:42:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0,382,NEW RD,NEW RD,,,,,,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",2/2/18 15:42
6094,391352,1,41.353547,-72.932683,2634174,2/2/18,19:06:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.13,97,CHURCH ST,CHURCH ST,GARDEN ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",2/2/18 19:06
8968,399415,1,41.355987,-72.911799,2917913,2/2/18,20:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.66,548,WAITE ST,WAITE ST,,,,,,1,Clear,4,Dark-Lighted,1,Dry,2600,"Trafficway, On Road",2/2/18 20:32
